Order	Lambda	Cal	Bkgrnd
	(um)	(DN/s/col)	(DN/s/pix)
3	2.2180858	311.88	5.63
3	2.2177985	310.24	5.643
3	2.2175112	313.47	5.498
3	2.2172241	318.11	5.53
3	2.2169368	311.14	5.612
3	2.2166495	308.15	5.864
3	2.2163622	299.05	5.997
3	2.2160749	301.93	6.507
3	2.2157876	295.25	6.558
3	2.2155004	309.98	5.938
3	2.2152133	317.62	5.651
3	2.214926	311.94	6.043
3	2.2146387	312.07	6.172
3	2.2143514	318.54	5.692
3	2.214077	317.27	5.436
3	2.2137897	319	5.456
3	2.2135024	319.82	5.429
3	2.2132151	319.6	5.648
3	2.2129278	320	14.93
3	2.2126405	318.39	77.033
3	2.2123532	317.63	94.543
3	2.2120659	323.28	38.365
3	2.2117786	318.78	6.715
3	2.2114913	319.19	5.496
3	2.2112041	313.12	5.472
3	2.2109168	314.38	5.445
3	2.2106292	315.3	5.424
3	2.2103419	318.26	5.566
3	2.2100546	313.83	5.389
3	2.2097673	321.18	5.182
3	2.20948	326.81	5.193
3	2.2091925	322.74	5.148
3	2.2089052	320	5.19
3	2.2086179	321.7	5.159
3	2.2083306	322.67	5.117
3	2.2080431	326.04	5.119
3	2.2077558	318.65	5.269
3	2.2074685	316.61	5.484
3	2.207181	322.65	5.445
3	2.2068937	320.75	6.009
3	2.2066064	313.85	6.369
3	2.2063189	317.62	6.934
3	2.2060316	315.76	8.217
3	2.205744	321.66	9.265
3	2.2054567	315	23.825
3	2.2051694	312.26	47.066
3	2.2048819	297.65	37.128
3	2.2045946	296.63	8.796
3	2.2043071	305.8	5.827
3	2.2040198	316.46	5.973
3	2.2037323	316.78	6.13
3	2.2034447	323.34	5.805
3	2.2031574	320.26	6.707
3	2.2028699	316.05	8.548
3	2.2025826	311.61	8.472
3	2.2022951	308.89	6.642
3	2.2020078	307.41	5.572
3	2.2017202	310.19	5.462
3	2.2014327	308.4	5.816
3	2.2011454	318.75	6.303
3	2.2008579	315.83	6.244
3	2.2005703	303.6	6.745
3	2.2002831	284.11	7.619
3	2.1999955	290.74	7.428
3	2.199708	296.51	8.148
3	2.1994205	307.93	8.535
3	2.1991332	307.51	7.723
3	2.1988456	318.99	7.33
3	2.1985581	320.97	7.791
3	2.1982706	303.07	8.09
3	2.197983	300.65	8.216
3	2.1976957	325.2	6.951
3	2.1974082	328.02	5.316
3	2.1971207	325.12	4.946
3	2.1968331	330.3	5.114
3	2.1965456	320.08	5.227
3	2.1962581	325.91	5.286
3	2.1959705	332.97	10.75
3	2.195683	336.3	81.24
3	2.1953955	334.29	109.35
3	2.1951079	325.9	58.024
3	2.1948204	314.7	7.766
3	2.1945329	315.25	6.017
3	2.1942453	326.66	5.222
3	2.1939578	333.98	4.736
3	2.1936703	338.13	4.643
3	2.1933827	334.88	4.663
3	2.1930952	334.32	4.672
3	2.1928077	333.74	4.652
3	2.1925201	339.5	4.614
3	2.1922326	332.69	4.592
3	2.1919451	333.61	4.503
3	2.1916575	333.81	4.528
3	2.1913698	338.79	4.545
3	2.1910822	337.34	4.536
3	2.1907947	333.24	4.814
3	2.1905072	325.98	5.777
3	2.1902196	311.94	5.786
3	2.1899319	333.08	4.906
3	2.1896443	335.95	4.941
3	2.1893568	331.37	6.341
3	2.1890693	337.98	7.11
3	2.1887815	339.64	5.87
3	2.188494	339.35	5.32
3	2.1882064	336.14	6.063
3	2.1879187	329.85	6.325
3	2.1876311	330.2	14.754
3	2.1873436	335.62	44.445
3	2.1870558	334.25	42.75
3	2.1867683	330.41	10.289
3	2.1864805	336.44	4.852
3	2.1862059	336.16	4.871
3	2.1859183	339.21	4.87
3	2.1856308	335.26	4.685
3	2.185343	337.91	4.921
3	2.1850555	329.04	6.132
3	2.1847677	302.45	6.576
3	2.1844802	314.1	6.1
3	2.1841924	335.68	5.42
3	2.1839049	326.4	5.194
3	2.1836171	329.26	5.458
3	2.1833293	319.61	5.815
3	2.1830418	315.58	5.649
3	2.182754	330.45	4.885
3	2.1824665	336.61	4.724
3	2.1821787	337.1	4.529
3	2.181891	340.03	4.368
3	2.1816034	342.74	4.477
3	2.1813157	340.47	4.408
3	2.1810281	338.57	4.61
3	2.1807404	340.64	5.564
3	2.1804526	343.58	36.282
3	2.1801648	336.45	87.031
3	2.1798773	337.13	69.475
3	2.1795895	333.07	13.923
3	2.1793017	329.37	10.586
3	2.179014	328.95	9.866
3	2.1787264	336.81	7.934
3	2.1784387	325.99	4.846
3	2.1781509	323.66	4.328
3	2.1778631	336.46	4.196
3	2.1775753	340.45	4.208
3	2.1772878	341.33	4.18
3	2.177	340.32	4.1
3	2.1767123	341.93	4.203
3	2.1764245	338.95	6.035
3	2.1761367	326.14	9.073
3	2.175849	334.18	8.52
3	2.1755612	335.3	5.308
3	2.1752734	334.62	4.209
3	2.1749856	336.51	4.155
3	2.1746979	336.77	4.315
3	2.1744101	326.04	4.585
3	2.1741223	328.92	4.475
3	2.1738346	278.36	4.074
3	2.1735468	308.82	4.204
3	2.173259	336.96	4.083
3	2.1729712	334.61	4.037
3	2.1726835	327.48	4.153
3	2.1723957	320.96	4.084
3	2.1721079	329.08	3.96
3	2.1718202	332.07	3.99
3	2.1715324	328.46	4.942
3	2.1712446	334.53	24.325
3	2.1709569	329.02	33.682
3	2.1706688	325.89	20.097
3	2.1703811	328.9	5.853
3	2.1700933	322.06	4.79
3	2.1698055	323.54	3.993
3	2.1695178	320.93	3.973
3	2.1692297	322.53	4.177
3	2.168942	316.88	4.408
3	2.1686542	297.26	4.852
3	2.1683664	297.23	5.942
3	2.1680784	309.97	5.805
3	2.1677907	300.51	4.969
3	2.1675029	298.15	5.728
3	2.1672151	297.63	6.088
3	2.1669271	286.16	4.803
3	2.1666393	276.05	4.104
3	2.1663516	271.13	5.157
3	2.1660635	264.26	5.493
3	2.1657758	268.35	5.761
3	2.1654878	275.85	5.559
3	2.1652	283.03	4.118
3	2.1649122	292.62	3.783
3	2.1646242	299.94	3.661
3	2.1643364	303.59	3.825
3	2.1640484	311.52	6.129
3	2.1637607	312.66	9.273
3	2.1634727	292.82	10.17
3	2.1631849	290.33	7.432
3	2.1628969	318.01	4.249
3	2.1626091	321.96	3.875
3	2.1623211	323.84	4.347
3	2.1620333	320.08	4.478
3	2.1617453	329.04	3.976
3	2.1614575	331.78	3.741
3	2.1611695	323.22	4.346
3	2.1608818	324.04	4.875
3	2.1605937	330.07	4.238
3	2.1603057	333.38	3.85
3	2.160018	337.28	4.501
3	2.15973	332.9	5.638
3	2.1594419	336.85	5.702
3	2.1591542	334.28	5.248
3	2.1588662	334.41	5.309
3	2.1585913	339.18	5.509
3	2.1583033	346.17	10.828
3	2.1580153	342.42	20.912
3	2.1577272	341.32	17.541
3	2.1574395	338.73	5.637
3	2.1571515	344.5	3.901
3	2.1568635	344.62	4.888
3	2.1565754	344.2	5.445
3	2.1562877	342.15	4.4
3	2.1559997	347.46	3.747
3	2.1557117	345.47	3.655
3	2.1554236	342.65	3.64
3	2.1551356	343.3	5.197
3	2.1548479	347.21	9.351
3	2.1545599	347.2	13.212
3	2.1542718	342.56	12.355
3	2.1539838	343.81	22.405
3	2.1536958	345.87	48.002
3	2.1534078	340.35	41.966
3	2.1531198	345.65	13.293
3	2.1528318	345.19	10.609
3	2.1525438	343.22	8.123
3	2.1522558	343.25	6.237
3	2.1519678	343.47	5.811
3	2.1516798	342	4.824
3	2.1513917	335.21	7.519
3	2.1511037	337.02	18.344
3	2.1508157	347.22	93.058
3	2.1505277	347.91	119.06
3	2.1502397	348.99	49.901
3	2.1499517	348.69	7.447
3	2.1496637	348.98	3.796
3	2.1493757	342.65	3.478
3	2.1490877	349.27	3.345
3	2.1487997	350.69	3.337
3	2.1485116	350.75	3.303
3	2.1482236	347.93	3.316
3	2.1479356	349.09	3.213
3	2.1476474	352.39	3.295
3	2.1473594	351.66	3.181
3	2.1470714	349.98	3.242
3	2.1467834	353.46	3.112
3	2.1464953	350.51	3.171
3	2.1462073	353.38	3.133
3	2.1459191	351.37	3.155
3	2.1456311	352.28	3.185
3	2.1453431	355.79	3.148
3	2.1450551	355.91	3.16
3	2.1447668	356.49	3.066
3	2.1444788	351.9	3.068
3	2.1441908	352.34	3.467
3	2.1439025	350.08	3.757
3	2.1436145	355.52	3.592
3	2.1433265	354.02	3.395
3	2.1430383	355.28	3.692
3	2.1427503	356.13	3.583
3	2.1424623	357.42	3.957
3	2.142174	357.92	4.357
3	2.141886	352.45	4.423
3	2.141598	354.23	4.01
3	2.1413097	354.35	3.385
3	2.1410217	345.23	3.011
3	2.1407335	355.77	3.008
3	2.1404455	355.22	2.981
3	2.1401575	356.96	2.932
3	2.1398692	354.75	2.901
3	2.1395812	351.2	3.015
3	2.139293	355.21	3.135
3	2.1390049	357.87	3.174
3	2.1387167	355	3.057
3	2.1384287	353.36	3.115
3	2.1381404	353.24	4.878
3	2.1378524	352.26	5.711
3	2.1375642	349.03	5.206
3	2.1372762	356.91	6.122
3	2.1369879	355.43	6.105
3	2.1366997	349.16	3.631
3	2.1364117	357.49	3.163
3	2.1361234	348.39	4.319
3	2.1358354	352.79	5.764
3	2.1355472	350.65	6.513
3	2.1352589	353.53	5.682
3	2.1349709	359.53	3.741
3	2.1346827	361.59	2.958
3	2.1343944	356.15	2.897
3	2.1341064	354.41	2.807
3	2.1338181	351.72	2.822
3	2.1335299	355.85	2.8
3	2.1332419	356.71	2.858
3	2.1329536	355.05	4.348
3	2.1326654	355.2	17.591
3	2.1323771	355.39	20.921
3	2.1320891	355.52	14.588
3	2.1318009	359.07	15.387
3	2.1315255	357.5	15.195
3	2.1312373	360.19	8.786
3	2.130949	361.58	3.161
3	2.130661	362.27	2.808
3	2.1303728	357.49	2.732
3	2.1300845	355.28	2.722
3	2.1297963	357.27	2.667
3	2.129508	360.65	2.873
3	2.1292198	357.72	3.447
3	2.1289318	362.22	3.465
3	2.1286435	360.82	2.946
3	2.1283553	357.84	3.095
3	2.128067	353.95	8.489
3	2.1277788	342.18	12.635
3	2.1274905	335.83	8.995
3	2.1272023	350.65	3.351
3	2.126914	356.78	2.748
3	2.1266258	360.41	2.749
3	2.1263375	358.6	2.703
3	2.1260493	359.86	2.685
3	2.125761	354.44	2.729
3	2.1254728	357.75	3.151
3	2.1251845	353.97	18.079
3	2.1248963	353.96	44.586
3	2.124608	344.62	36.733
3	2.1243198	343.47	5.96
3	2.1240315	354.24	3.067
3	2.1237433	355.39	2.991
3	2.123455	353.41	10.376
3	2.1231668	357.34	22.993
3	2.1228786	362.18	18.679
3	2.1225903	359.07	4.031
3	2.1223021	355.84	2.943
3	2.1220138	351.91	4.104
3	2.1217256	355.36	4.902
3	2.1214371	358.28	4.072
3	2.1211488	352.32	3.705
3	2.1208606	354.45	4.1
3	2.1205723	357.24	4.922
3	2.1202841	353.09	4.982
3	2.1199958	347.39	3.791
3	2.1197073	351.26	3.94
3	2.1194191	348.86	6.255
3	2.1191308	350.04	6.915
3	2.1188426	354.31	5.072
3	2.1185544	338.23	4.754
3	2.1182659	340.89	5.884
3	2.1179776	358.03	11.23
3	2.1176894	355.66	39.791
3	2.1174011	357.38	41.856
3	2.1171126	352.74	11.423
3	2.1168244	354.85	2.78
3	2.1165361	345.91	2.555
3	2.1162477	351.46	2.519
3	2.1159594	352.64	3.873
3	2.1156712	356.83	14.21
3	2.1153827	353.6	16.115
3	2.1150944	354.11	6.268
3	2.1148062	355.28	2.681
3	2.1145177	356.19	2.44
3	2.1142294	352.31	2.402
3	2.1139412	348.58	2.449
3	2.1136527	351.77	2.42
3	2.1133645	352.32	2.44
3	2.113076	357.84	2.613
3	2.1127877	352.35	2.742
3	2.1124995	347.51	2.718
3	2.112211	348.32	2.667
3	2.1119227	348.43	6.072
3	2.1116343	344.62	26.7
3	2.111346	348.81	29.73
3	2.1110575	353.24	11.788
3	2.1107693	353.73	15.787
3	2.1104808	356.29	26.887
3	2.1101925	351.54	20.971
3	2.1099041	348.46	11.429
3	2.1096158	347.62	13.328
3	2.1093273	349.04	12.189
3	2.1090391	351.13	7.106
3	2.1087506	348.67	6.058
3	2.1084623	349.56	3.254
3	2.1081738	352.71	2.457
3	2.1078856	352.59	2.913
3	2.1075971	350.02	4.806
3	2.1073086	347.75	6.173
3	2.1070204	355	12.653
3	2.1067319	354.79	20.023
3	2.1064436	350.89	21.268
3	2.1061552	349.11	20.087
3	2.1058667	356.53	15.82
3	2.1055784	354.11	6.074
3	2.1053026	350.31	6.459
3	2.1050143	349.64	5.695
3	2.1047258	347.48	3.263
3	2.1044374	355.11	3.22
3	2.1041491	350.05	3.626
3	2.1038606	354.25	3.642
3	2.1035721	350.56	5.356
3	2.1032836	357.43	10.361
3	2.1029954	350.35	9.352
3	2.1027069	352.46	6.185
3	2.1024184	349.95	6.372
3	2.1021299	351.29	5.549
3	2.1018417	341.62	4.784
3	2.1015532	324.67	5.281
3	2.1012647	341.95	6.88
3	2.1009762	349.5	6.093
3	2.100688	349.45	3.979
3	2.1003995	342.37	3.71
3	2.100111	347.01	2.996
3	2.0998225	347.56	2.173
3	2.099534	346.38	2.124
3	2.0992455	347.7	2.062
3	2.0989573	349.27	2.332
3	2.0986688	328.17	2.525
3	2.0983803	330.25	2.432
3	2.0980918	348.11	2.132
3	2.0978034	345.5	1.989
3	2.0975149	348.47	1.997
3	2.0972264	349.03	2.046
3	2.0969379	345.27	2.089
3	2.0966496	346.52	2.048
3	2.0963612	346.45	2.065
3	2.0960727	347.81	2.098
3	2.0957842	349.02	2.17
3	2.0954957	344.32	2.172
3	2.0952072	345.17	2.157
3	2.0949187	342.26	2.343
3	2.0946302	347.23	2.329
3	2.0943418	347.06	2.181
3	2.0940533	339.67	2.475
3	2.0937648	326.4	2.864
3	2.0934763	337.44	2.624
3	2.0931878	339.83	2.24
3	2.0928993	342.78	2.018
3	2.0926108	344.9	2.087
3	2.0923223	340.24	2.122
3	2.0920339	348.04	2.875
3	2.0917454	344.17	3.974
3	2.0914569	334.32	4.769
3	2.0911684	340.36	22.998
3	2.0908799	342.99	48.585
3	2.0905914	335.23	37.014
3	2.0903027	341.44	8.025
3	2.0900142	328.95	2.507
3	2.0897257	329.81	2.192
3	2.0894372	339.45	2.035
3	2.0891488	326.18	2.053
3	2.0888603	334.87	2.21
3	2.0885718	332.18	3.554
3	2.0882833	325.21	4.02
3	2.0879946	337.66	2.991
3	2.0877061	332.21	3.743
3	2.0874176	332.76	5.857
3	2.0871291	335.54	5.847
3	2.0868406	327.72	4.232
3	2.0865521	328.13	4.142
3	2.0862634	332.28	14.116
3	2.0859749	324.92	31.135
3	2.0856864	333.19	25.007
3	2.085398	324.06	5.538
3	2.0851095	327.33	3.253
3	2.0848207	315.82	2.672
3	2.0845323	307.65	2.183
3	2.0842438	326.57	2.019
3	2.0839553	323.36	1.928
3	2.0836666	323.21	1.999
3	2.0833781	327.3	2.449
3	2.0830896	331.52	4.563
3	2.0828011	320.24	5.417
3	2.0825124	318.12	5.842
3	2.0822239	325.95	5.326
3	2.0819354	326	3.209
3	2.0816467	318.55	3.585
3	2.0813582	328	3.96
3	2.0810697	329.12	3.077
3	2.080781	327.49	3.972
3	2.0804925	340.42	5.705
3	2.080204	336.81	5.31
3	2.0799153	324.84	3.341
3	2.0796392	330.89	1.903
3	2.0793507	343.03	1.805
3	2.0790622	327.56	1.798
3	2.0787735	328.68	1.831
3	2.078485	327.95	1.866
3	2.0781963	312.02	1.885
3	2.0779078	320.06	2.054
3	2.0776193	302.87	2.224
3	2.0773306	288.01	2.096
3	2.0770421	309.31	1.885
3	2.0767534	308.25	2.018
3	2.0764649	300.03	2.008
3	2.0761762	311.09	2.002
3	2.0758877	302.71	2.159
3	2.075599	285.99	2.253
3	2.0753105	310.87	2.108
3	2.075022	287.76	2.286
3	2.0747333	282.55	2.315
3	2.0744448	310.25	2.265
3	2.074156	273.58	3.506
3	2.0738676	289.57	4.294
3	2.0735788	298.85	3.72
3	2.0732903	270.3	10.283
3	2.0730016	287.93	60.848
3	2.0727131	300.94	79.788
3	2.0724244	261.1	40.154
3	2.0721357	299.79	4.445
3	2.0718472	270.29	2.67
3	2.0715585	257.39	2.467
3	2.07127	289.34	2.314
3	2.0709813	252.21	2.471
3	2.0706928	260.68	2.447
3	2.0704041	288.5	2.46
3	2.0701153	239.51	2.511
3	2.0698268	284.92	2.34
3	2.0695381	263.2	2.593
3	2.0692496	242.37	2.551
3	2.0689609	293.59	2.459
3	2.0686722	235.91	2.653
3	2.0683837	262.94	2.491
3	2.068095	276.47	2.647
3	2.0678065	227.37	2.705
3	2.0675178	286.55	2.531
3	2.067229	245.52	2.948
3	2.0669405	246.1	2.857
3	2.0666518	280.57	2.872
3	2.0663631	218.03	3.612
3	2.0660746	271.25	3.527
3	2.0657859	237.36	3.187
3	2.0654972	240.86	3.417
3	2.0652087	274.53	3.888
3	2.0649199	213.31	4.18
3	2.0646312	277.15	3.657
3	2.0643427	237.2	2.737
3	2.064054	245.49	2.586
3	2.0637653	269.81	2.584
3	2.0634766	221.01	2.588
3	2.0631881	278.44	2.388
3	2.0628994	233.99	2.55
3	2.0626106	259.43	2.462
3	2.0623221	264.64	2.385
3	2.0620334	246.25	2.26
3	2.0617447	295.53	2.124
3	2.061456	253.88	2.054
3	2.0611675	297.6	1.972
3	2.0608788	280.68	1.923
3	2.06059	297.69	1.853
3	2.0603013	327.48	1.688
3	2.0600126	315.61	1.694
3	2.0597241	301.98	1.747
3	2.0594354	309.09	2.039
3	2.0591466	262.33	2.238
3	2.0588579	284.18	2.264
3	2.0585692	250.45	2.77
3	2.0582807	271.41	4.895
3	2.057992	251.88	5.695
3	2.0577033	239.37	6.276
3	2.0574145	248.26	6.32
3	2.0571258	220.07	4.613
3	2.0568371	250.85	5.126
3	2.0565486	203.86	46.113
3	2.0562599	245	92.603
3	2.0559711	205.99	64.079
3	2.0556824	245.74	9.432
3	2.0553937	209.49	5.468
3	2.0551171	247.62	5.589
3	2.0548284	210.34	3.961
3	2.0545397	233.87	3.12
3	2.054251	215.17	4.078
3	2.0539622	233.43	4.826
3	2.0536735	214.8	4.375
3	2.053385	243.38	3.874
3	2.0530963	225.51	3.27
3	2.0528076	248.72	3.127
3	2.0525188	228.97	4.056
3	2.0522301	240.64	4.553
3	2.0519414	237.97	3.278
3	2.0516527	257.12	3.283
3	2.0513639	229.36	3.222
3	2.0510752	267.83	2.57
3	2.0507865	251.29	2.261
3	2.0504978	272.36	2.395
3	2.050209	249.57	8.172
3	2.0499203	269.32	23.69
3	2.0496316	268.69	22.412
3	2.0493429	274.08	5.623
3	2.0490541	282.27	2.19
3	2.0487654	286.19	2.529
3	2.0484767	292.4	2.864
3	2.048188	295.05	2.324
3	2.0478992	296.54	1.69
3	2.0476105	299.8	1.637
3	2.0473218	306.11	1.63
3	2.0470331	316.23	1.588
3	2.0467443	318.15	1.486
3	2.0464556	321.03	1.493
3	2.0461669	327.83	1.512
3	2.0458782	330.26	1.79
3	2.0455894	331.8	2.001
3	2.0453007	330.08	1.64
3	2.045012	329.04	1.462
3	2.0447233	326.93	1.514
3	2.0444345	324.36	1.718
3	2.0441458	322.42	1.833
3	2.0438569	320.1	1.62
3	2.0435681	324.65	1.52
3	2.0432794	326.72	1.577
3	2.0429907	321.89	1.6
3	2.042702	322	1.553
3	2.0424132	322.46	1.435
3	2.0421245	327.52	1.535
3	2.0418358	319.24	2.254
3	2.0415471	331.55	34.406
3	2.0412583	292.28	120.9
3	2.0409696	225.43	111.95
3	2.0406806	320.07	23.683
3	2.0403919	320.18	2.719
3	2.0401032	297.9	2.035
3	2.0398145	304.63	1.704
3	2.0395257	334.12	1.486
3	2.039237	331.39	1.356
3	2.0389483	334.1	1.311
3	2.0386593	327.46	1.319
3	2.0383706	331.41	1.387
3	2.0380819	321.48	1.373
3	2.0377932	331.56	1.295
3	2.0375044	333.13	1.269
3	2.0372157	337.3	1.48
3	2.036927	337.45	1.612
3	2.036638	335.38	1.506
3	2.0363493	333.31	1.322
3	2.0360606	334.38	1.262
3	2.0357718	333.12	1.257
3	2.0354831	337.51	1.263
3	2.0351942	329.31	1.465
3	2.0349054	332.61	3.129
3	2.0346167	333.54	5.104
3	2.034328	335.16	9.936
3	2.0340393	335.24	48.081
3	2.0337505	336.28	56.624
3	2.0334616	331.68	21.366
3	2.0331728	310.42	2.788
3	2.0328841	310.74	1.635
3	2.0325954	332.86	1.4
3	2.0323064	327.91	2.055
3	2.0320177	325.21	4.565
3	2.031729	334.37	5.599
3	2.0314517	331.71	3.671
3	2.031163	323.38	1.684
3	2.0308743	324.11	2.028
3	2.0305853	324.55	2.569
3	2.0302966	313.48	2.484
3	2.0300078	319.32	3.316
3	2.0297191	340.1	4.069
3	2.0294302	315.82	3.885
3	2.0291414	309.46	4.423
3	2.0288527	320.49	4.605
3	2.0285637	293	3.608
3	2.028275	286.09	3.628
3	2.0279863	295.36	8.592
3	2.0276973	306.96	64.435
3	2.0274086	287.63	84.526
3	2.0271199	311.98	40.516
3	2.0268312	317.62	3.524
3	2.0265422	288.41	1.72
3	2.0262535	293.67	1.531
3	2.0259647	308.56	1.413
3	2.0256758	278.83	1.568
3	2.025387	273.71	1.563
3	2.0250983	298.5	1.839
3	2.0248094	273.46	2.185
3	2.0245206	243.15	1.996
3	2.0242319	289.4	1.882
3	2.0239429	269.99	2.171
3	2.0236542	228.93	2.067
3	2.0233655	254.79	1.854
3	2.0230765	241.73	2.097
3	2.0227878	218.78	2.056
3	2.0224991	281.1	1.677
3	2.0222101	244.36	1.99
3	2.0219214	199.78	2.277
3	2.0216327	261.52	2.929
3	2.0213437	214.66	3.249
3	2.021055	182.74	2.516
3	2.020766	235.76	2.699
3	2.0204773	192.29	3.192
3	2.0201886	194.11	2.667
3	2.0198996	231.24	2.166
3	2.0196109	171.02	5.114
3	2.0193222	191.93	14.442
3	2.0190332	208.97	14.807
3	2.0187445	139.69	5.129
3	2.0184555	183.9	2.446
3	2.0181668	187.11	2.592
3	2.0178781	121.98	3.372
3	2.0175891	197.29	3.695
3	2.0173004	158.12	3.757
3	2.0170114	127.35	3.499
3	2.0167227	161.04	3.373
3	2.016434	115.06	3.413
3	2.016145	157.17	3.138
3	2.0158563	172.39	2.891
3	2.0155673	112.67	2.614
3	2.0152786	177.99	2.336
3	2.0149899	130.05	2.576
3	2.0147009	133.83	2.442
3	2.0144122	177.43	2.394
3	2.0141232	103.75	2.603
3	2.0138345	153.53	2.468
3	2.0135458	125.72	2.647
3	2.0132568	117.46	2.793
3	2.0129681	158.62	3.156
3	2.0126791	105.61	4.59
3	2.0123904	158.34	4.41
3	2.0121017	115.14	3.407
3	2.0118127	139.07	3.58
3	2.011524	140.91	3.926
3	2.011235	114.86	3.25
3	2.0109463	160.07	2.556
3	2.0106573	112.12	2.336
3	2.0103686	163.28	2.487
3	2.0100796	130.14	3.518
3	2.0097909	160.19	5.122
3	2.0095022	182.2	4.206
3	2.0092132	189.02	2.094
3	2.0089352	247.93	1.542
3	2.0086462	209.5	1.594
3	2.0083575	171.87	1.709
3	2.0080688	183.64	1.929
3	2.0077798	133.34	2.099
3	2.0074911	165.26	2.355
3	2.0072021	123.71	4.325
3	2.0069134	148.93	6.859
3	2.0066245	108.7	5.599
3	2.0063357	128.77	2.975
3	2.0060468	83.222	2.771
3	2.005758	93.582	2.907
3	2.0054691	69.15	2.85
3	2.0051804	93.267	2.802
3	2.0048914	76.826	2.772
3	2.0046027	98.883	2.767
3	2.0043137	83.199	2.723
3	2.0040247	102.41	2.757
3	2.003736	88.368	3.541
3	2.0034471	94.305	13.918
3	2.0031583	97.962	20.303
3	2.0028694	79.989	12.866
3	2.0025806	76.948	3.861
3	2.0022917	82.235	3.087
3	2.002003	101.29	2.728
3	2.001714	113.54	2.63
3	2.0014253	111.26	2.774
3	2.0011363	112.33	14.389
3	2.0008476	119.52	62.159
3	2.0005586	137.8	71.591
3	2.0002699	150.04	24.559
3	1.999981	153.29	5.479
3	1.9996921	160.15	2.274
3	1.9994032	169.93	1.979
3	1.9991144	180.71	1.87
3	1.9988256	187.57	1.809
3	1.9985367	200.14	1.753
3	1.9982479	190.09	1.936
3	1.997959	167.39	1.872
3	1.9976702	218.68	1.563
3	1.9973813	248.93	1.363
3	1.9970925	259.72	1.549
3	1.9968036	245.95	1.898
3	1.9965148	243.13	1.654
3	1.996226	288.84	1.557
3	1.9959371	298.54	2.336
3	1.9956483	278.75	2.788
3	1.9953594	277.31	2.421
3	1.9950706	315.36	2.185
3	1.9947817	323.46	1.836
3	1.9944928	304.33	1.185
3	1.9942039	288.87	1.303
3	1.9939151	269.26	1.232
3	1.9936262	319.72	0.945
3	1.9933374	334.41	0.824
3	1.9930485	334.76	1.123
3	1.9927597	332.57	4.999
3	1.9924709	335.16	9.14
3	1.992182	333.17	7.824
3	1.9918932	330.57	3.306
3	1.9916043	333.87	2.036
3	1.9913155	333.22	2.61
3	1.9910266	333.79	1.994
3	1.9907378	302.43	2.291
3	1.990449	265.11	4.128
3	1.99016	244.28	4.092
3	1.9898711	233.16	3.402
3	1.9895823	283.08	4.649
3	1.9892935	323.98	7.976
3	1.9890046	326.69	7.346
3	1.9887158	329.59	3.06
3	1.9884269	333.18	0.939
3	1.9881381	328.03	0.846
3	1.9878492	319.57	0.876
3	1.9875604	326.43	0.874
3	1.9872813	298.35	1.271
3	1.9869925	202.66	1.81
3	1.9867036	210.22	1.648
3	1.9864148	304.98	0.977
3	1.9861258	323.58	0.762
3	1.985837	331.79	0.785
3	1.9855481	332.53	0.848
3	1.9852593	299.77	1.079
3	1.9849705	281.53	1.076
3	1.9846815	324.23	0.879
3	1.9843926	331.99	1.885
3	1.9841038	329.65	16.342
3	1.983815	333.08	22.86
3	1.9835261	335.51	11.747
3	1.9832373	325.57	1.452
3	1.9829483	287.45	1.171
3	1.9826595	292.07	1.405
3	1.9823706	322.67	1.482
3	1.9820818	332.71	1.307
3	1.9817929	326.9	1.237
3	1.9815041	323.29	1.421
3	1.9812151	324.15	1.807
3	1.9809263	316.52	2.396
3	1.9806374	283.37	2.646
3	1.9803486	198.69	2.442
3	1.9800597	208.49	1.908
3	1.9797709	165.87	1.837
3	1.9794819	206.74	1.48
3	1.9791931	298.48	0.975
3	1.9789042	321.19	0.838
3	1.9786154	312.06	0.905
3	1.9783266	305.15	1.212
3	1.9780377	317.32	2.349
3	1.9777488	299.82	3.166
3	1.9774599	292.47	18.913
3	1.9771711	311.37	53.272
3	1.9768822	312.77	46.806
3	1.9765934	313.95	7.217
3	1.9763045	317.51	2.539
3	1.9760157	266.22	3.533
3	1.9757267	251.41	4.145
3	1.9754379	281.63	8.541
3	1.975149	283.36	22.765
3	1.9748602	308.24	21.165
3	1.9745713	283.45	4.073
3	1.9742825	231.46	1.703
3	1.9739937	188.84	4.205
3	1.9737048	227.28	10.761
3	1.9734159	281.19	10.941
3	1.973127	281.23	4.612
3	1.9728382	264.01	1.256
3	1.9725493	292.53	1.05
3	1.9722605	222.29	1.251
3	1.9719716	200.81	1.478
3	1.9716828	201.64	1.602
3	1.9713939	164.91	1.66
3	1.9711051	221.24	1.518
3	1.9708161	200.76	1.443
3	1.9705273	248.29	6.72
3	1.9702384	274.15	25.967
3	1.9699496	230.06	31.762
3	1.9696608	274.92	13.675
3	1.9693719	228.74	3.613
3	1.9690831	222.06	1.291
3	1.9687942	254.37	1.184
3	1.9685054	209.2	1.443
3	1.9682165	239.45	2.237
3	1.9679277	172.69	9.313
3	1.9676389	199.87	11.706
3	1.96735	227.92	5.772
3	1.9670612	206.26	1.78
3	1.9667809	239.4	1.579
3	1.9664921	193.09	1.255
3	1.9662032	227.15	1.232
3	1.9659142	172.24	1.352
3	1.9656254	186.46	1.363
3	1.9653366	193.09	1.415
3	1.9650477	179.04	1.836
